acc,rid,status,length,pctN,identity,coverage
B012,xa25_SWEET13,OK,8889.0,1.46,,
B012,Xa27,OK,5776.0,49.0,,
B052,Xa1,OK,27288.0,46.98,,
B052,Xa21,OK,7774.0,5.48,,
B052,Xa3_Xa26,NO_HIT,,,,
B052,xa5,OK,11917.0,0.65,,
B052,xa13_SWEET11,OK,8546.0,0.57,,
B052,xa25_SWEET13,OK,8889.0,3.63,,
B052,Xa27,OK,5780.0,51.45,,
CX98,Xa1,OK,27271.0,46.58,,
CX98,Xa21,OK,7788.0,2.16,,
CX98,Xa3_Xa26,OK,8511.0,42.79,,
CX98,xa5,OK,11917.0,0.41,,
CX98,xa13_SWEET11,OK,8550.0,0.05,,
CX98,xa25_SWEET13,OK,8889.0,0.55,,
CX98,Xa27,NO_HIT,,,,
CX99,Xa1,NO_HIT,,,,
CX99,Xa21,OK,7770.0,16.38,,
CX99,Xa3_Xa26,OK,163104.0,86.37,,
CX99,xa5,OK,11918.0,0.31,,
CX99,xa13_SWEET11,OK,8550.0,0.37,,
CX99,xa25_SWEET13,OK,8872.0,1.49,,
CX99,Xa27,OK,5778.0,50.42,,
CX155,Xa1,OK,27256.0,54.06,,
CX155,Xa21,OK,7772.0,16.07,,
CX155,Xa3_Xa26,OK,8443.0,36.49,,
CX155,xa5,OK,11927.0,0.03,,
CX155,xa13_SWEET11,OK,8541.0,0.05,,
CX155,xa25_SWEET13,OK,8887.0,0.98,,
CX155,Xa27,OK,5781.0,50.56,,
CX160,Xa1,NO_HIT,,,,
CX160,Xa21,OK,7772.0,15.72,,
CX160,Xa3_Xa26,NO_HIT,,,,
CX160,xa5,OK,11917.0,0.33,,
CX160,xa13_SWEET11,OK,8548.0,0.39,,
CX160,xa25_SWEET13,OK,8889.0,1.78,,
CX160,Xa27,OK,5777.0,51.38,,
IRIS_313-8305,Xa1,OK,27275.0,43.17,,
IRIS_313-8305,Xa21,OK,7772.0,16.91,,
IRIS_313-8305,Xa3_Xa26,OK,8487.0,32.73,,
IRIS_313-8305,xa5,OK,11919.0,0.07,,
IRIS_313-8305,xa13_SWEET11,OK,8530.0,0.07,,
IRIS_313-8305,xa25_SWEET13,OK,8901.0,0.67,,
IRIS_313-8305,Xa27,OK,5779.0,50.11,,
IRIS_313-8595,Xa1,OK,27260.0,49.24,,
IRIS_313-8595,Xa21,OK,7789.0,3.94,,
IRIS_313-8595,Xa3_Xa26,OK,8497.0,42.86,,
IRIS_313-8595,xa5,OK,11917.0,0.45,,
IRIS_313-8595,xa13_SWEET11,OK,8544.0,0.22,,
IRIS_313-8595,xa25_SWEET13,OK,8889.0,1.87,,
IRIS_313-8595,Xa27,OK,5779.0,52.52,,
IRIS_313-8703,Xa1,OK,27243.0,61.21,,
IRIS_313-8703,Xa21,OK,7788.0,3.26,,
IRIS_313-8703,Xa3_Xa26,OK,8356.0,43.42,,
IRIS_313-8703,xa5,OK,11923.0,0.34,,
IRIS_313-8703,xa13_SWEET11,OK,8552.0,0.58,,
IRIS_313-8703,xa25_SWEET13,OK,8887.0,0.48,,
IRIS_313-8703,Xa27,OK,5783.0,49.73,,
IRIS_313-8925,Xa1,OK,9104.0,4.69,,
IRIS_313-8925,Xa21,OK,7772.0,16.13,,
IRIS_313-8925,Xa3_Xa26,NO_HIT,,,,
IRIS_313-8925,xa5,OK,11932.0,0.32,,
IRIS_313-8925,xa13_SWEET11,OK,8549.0,0.04,,
IRIS_313-8925,xa25_SWEET13,OK,8887.0,0.86,,
IRIS_313-8925,Xa27,OK,5787.0,51.67,,
IRIS_313-8988,Xa1,NO_HIT,,,,
IRIS_313-8988,Xa21,OK,7772.0,15.98,,
IRIS_313-8988,Xa3_Xa26,OK,8507.0,37.11,,
IRIS_313-8988,xa5,OK,11918.0,0.31,,
IRIS_313-8988,xa13_SWEET11,OK,8530.0,0.04,,
IRIS_313-8988,xa25_SWEET13,OK,8887.0,0.86,,
IRIS_313-8988,Xa27,OK,5777.0,50.72,,
IRIS_313-9039,Xa1,OK,27272.0,44.18,,
IRIS_313-9039,Xa21,OK,7770.0,16.25,,
IRIS_313-9039,Xa3_Xa26,NO_HIT,,,,
IRIS_313-9039,xa5,OK,11919.0,0.0,,
IRIS_313-9039,xa13_SWEET11,OK,8548.0,0.39,,
IRIS_313-9039,xa25_SWEET13,OK,8887.0,0.77,,
IRIS_313-9039,Xa27,OK,5787.0,53.36,,
IRIS_313-9067,Xa1,NO_HIT,,,,
IRIS_313-9067,Xa21,OK,7772.0,15.7,,
IRIS_313-9067,Xa3_Xa26,NO_HIT,,,,
IRIS_313-9067,xa5,OK,11926.0,0.01,,
IRIS_313-9067,xa13_SWEET11,OK,8543.0,0.01,,
IRIS_313-9067,xa25_SWEET13,OK,8884.0,7.2,,
IRIS_313-9067,Xa27,OK,5784.0,50.93,,
IRIS_313-9148,Xa1,OK,9093.0,2.75,,
IRIS_313-9148,Xa21,NO_HIT,,,,
IRIS_313-9148,Xa3_Xa26,OK,8488.0,32.81,,
IRIS_313-9148,xa5,OK,11923.0,0.31,,
IRIS_313-9148,xa13_SWEET11,OK,8552.0,0.08,,
IRIS_313-9148,xa25_SWEET13,OK,8842.0,5.46,,
IRIS_313-9148,Xa27,OK,5779.0,49.73,,
IRIS_313-9262,Xa1,OK,27282.0,39.78,,
IRIS_313-9262,Xa21,OK,7772.0,15.08,,
IRIS_313-9262,Xa3_Xa26,OK,163124.0,84.54,,
IRIS_313-9262,xa5,OK,11917.0,0.34,,
IRIS_313-9262,xa13_SWEET11,OK,8530.0,0.08,,
IRIS_313-9262,xa25_SWEET13,OK,8901.0,0.64,,
IRIS_313-9262,Xa27,OK,5780.0,49.69,,
IRIS_313-10010,Xa1,OK,27251.0,45.25,,
IRIS_313-10010,Xa21,OK,7786.0,2.61,,
IRIS_313-10010,Xa3_Xa26,OK,162925.0,83.39,,
IRIS_313-10010,xa5,OK,11918.0,0.35,,
IRIS_313-10010,xa13_SWEET11,OK,8548.0,0.08,,
IRIS_313-10010,xa25_SWEET13,OK,8901.0,1.6,,
IRIS_313-10010,Xa27,OK,5780.0,50.76,,
IRIS_313-10114,Xa1,OK,27276.0,46.89,,
IRIS_313-10114,Xa21,OK,7789.0,2.47,,
IRIS_313-10114,Xa3_Xa26,OK,8484.0,41.01,,
IRIS_313-10114,xa5,OK,11919.0,0.0,,
IRIS_313-10114,xa13_SWEET11,OK,8546.0,0.07,,
IRIS_313-10114,xa25_SWEET13,OK,8889.0,0.82,,
IRIS_313-10114,Xa27,OK,5778.0,50.87,,
IRIS_313-10576,Xa1,OK,9104.0,2.94,,
IRIS_313-10576,Xa21,OK,7774.0,2.91,,
IRIS_313-10576,Xa3_Xa26,OK,163152.0,84.63,,
IRIS_313-10576,xa5,OK,11923.0,0.34,,
IRIS_313-10576,xa13_SWEET11,OK,8551.0,0.09,,
IRIS_313-10576,xa25_SWEET13,OK,8901.0,1.43,,
IRIS_313-10576,Xa27,OK,5778.0,50.21,,
IRIS_313-10863,Xa1,OK,27264.0,40.7,,
IRIS_313-10863,Xa21,OK,7772.0,16.13,,
IRIS_313-10863,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10863,xa5,OK,11922.0,0.07,,
IRIS_313-10863,xa13_SWEET11,OK,8530.0,0.08,,
IRIS_313-10863,xa25_SWEET13,OK,8901.0,1.03,,
IRIS_313-10863,Xa27,OK,5781.0,50.37,,
IRIS_313-10986,Xa1,NO_HIT,,,,
IRIS_313-10986,Xa21,OK,7771.0,2.46,,
IRIS_313-10986,Xa3_Xa26,OK,8483.0,32.42,,
IRIS_313-10986,xa5,OK,11927.0,0.3,,
IRIS_313-10986,xa13_SWEET11,OK,8549.0,0.02,,
IRIS_313-10986,xa25_SWEET13,OK,8887.0,1.05,,
IRIS_313-10986,Xa27,OK,5780.0,50.59,,
IRIS_313-11205,Xa1,NO_HIT,,,,
IRIS_313-11205,Xa21,OK,7769.0,2.51,,
IRIS_313-11205,Xa3_Xa26,OK,163148.0,84.45,,
IRIS_313-11205,xa5,OK,11922.0,0.08,,
IRIS_313-11205,xa13_SWEET11,OK,8533.0,0.16,,
IRIS_313-11205,xa25_SWEET13,OK,8891.0,1.14,,
IRIS_313-11205,Xa27,OK,5778.0,51.18,,
IRIS_313-11224,Xa1,OK,9093.0,3.57,,
IRIS_313-11224,Xa21,OK,7774.0,3.78,,
IRIS_313-11224,Xa3_Xa26,OK,163108.0,85.73,,
IRIS_313-11224,xa5,OK,11924.0,0.35,,
IRIS_313-11224,xa13_SWEET11,OK,8534.0,0.13,,
IRIS_313-11224,xa25_SWEET13,OK,8887.0,1.43,,
IRIS_313-11224,Xa27,OK,5781.0,50.11,,
IRIS_313-11229,Xa1,OK,27255.0,48.79,,
IRIS_313-11229,Xa21,OK,7772.0,16.38,,
IRIS_313-11229,Xa3_Xa26,OK,163078.0,85.13,,
IRIS_313-11229,xa5,OK,11922.0,0.05,,
IRIS_313-11229,xa13_SWEET11,OK,8530.0,0.39,,
IRIS_313-11229,xa25_SWEET13,OK,8901.0,1.15,,
IRIS_313-11229,Xa27,OK,5787.0,51.29,,
IRIS_313-11241,Xa1,OK,27240.0,14.08,,
IRIS_313-11241,Xa21,OK,7788.0,2.43,,
IRIS_313-11241,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11241,xa5,OK,11922.0,0.01,,
IRIS_313-11241,xa13_SWEET11,OK,8551.0,0.08,,
IRIS_313-11241,xa25_SWEET13,OK,8889.0,0.85,,
IRIS_313-11241,Xa27,OK,5777.0,51.41,,
IRIS_313-11242,Xa1,OK,9062.0,5.76,,
IRIS_313-11242,Xa21,OK,7788.0,3.39,,
IRIS_313-11242,Xa3_Xa26,OK,8493.0,34.24,,
IRIS_313-11242,xa5,OK,11923.0,1.04,,
IRIS_313-11242,xa13_SWEET11,OK,8542.0,0.46,,
IRIS_313-11242,xa25_SWEET13,OK,8901.0,1.2,,
IRIS_313-11242,Xa27,NO_HIT,,,,
IRIS_313-11267,Xa1,OK,27273.0,52.13,,
IRIS_313-11267,Xa21,OK,6554.0,32.61,,
IRIS_313-11267,Xa3_Xa26,OK,8484.0,34.39,,
IRIS_313-11267,xa5,OK,11928.0,0.34,,
IRIS_313-11267,xa13_SWEET11,OK,8531.0,0.07,,
IRIS_313-11267,xa25_SWEET13,OK,8901.0,0.69,,
IRIS_313-11267,Xa27,OK,5781.0,50.74,,
IRIS_313-11372,Xa1,OK,27247.0,47.37,,
IRIS_313-11372,Xa21,OK,7786.0,3.21,,
IRIS_313-11372,Xa3_Xa26,OK,163081.0,84.16,,
IRIS_313-11372,xa5,OK,11917.0,9.28,,
IRIS_313-11372,xa13_SWEET11,OK,8552.0,0.83,,
IRIS_313-11372,xa25_SWEET13,OK,8901.0,0.56,,
IRIS_313-11372,Xa27,OK,5781.0,49.85,,
IRIS_313-11416,Xa1,OK,27277.0,40.63,,
IRIS_313-11416,Xa21,OK,7774.0,4.3,,
IRIS_313-11416,Xa3_Xa26,OK,160144.0,71.34,,
IRIS_313-11416,xa5,OK,11917.0,0.81,,
IRIS_313-11416,xa13_SWEET11,OK,8549.0,0.89,,
IRIS_313-11416,xa25_SWEET13,OK,8887.0,0.88,,
IRIS_313-11416,Xa27,OK,5780.0,51.97,,
IRIS_313-11453,Xa1,OK,27267.0,43.38,,
IRIS_313-11453,Xa21,OK,7772.0,15.79,,
IRIS_313-11453,Xa3_Xa26,OK,8530.0,38.84,,
IRIS_313-11453,xa5,OK,11922.0,0.3,,
IRIS_313-11453,xa13_SWEET11,OK,8530.0,0.15,,
IRIS_313-11453,xa25_SWEET13,OK,8889.0,0.88,,
IRIS_313-11453,Xa27,NO_HIT,,,,
IRIS_313-11460,Xa1,OK,27255.0,59.38,,
IRIS_313-11460,Xa21,OK,7789.0,2.61,,
IRIS_313-11460,Xa3_Xa26,OK,8485.0,44.68,,
IRIS_313-11460,xa5,OK,11917.0,0.37,,
IRIS_313-11460,xa13_SWEET11,OK,8534.0,0.23,,
IRIS_313-11460,xa25_SWEET13,OK,8901.0,0.98,,
IRIS_313-11460,Xa27,OK,5777.0,51.25,,
IRIS_313-11642,Xa1,OK,27279.0,36.8,,
IRIS_313-11642,Xa21,OK,7774.0,2.78,,
IRIS_313-11642,Xa3_Xa26,OK,8474.0,32.51,,
IRIS_313-11642,xa5,OK,11917.0,0.3,,
IRIS_313-11642,xa13_SWEET11,OK,8530.0,0.07,,
IRIS_313-11642,xa25_SWEET13,OK,8901.0,0.33,,
IRIS_313-11642,Xa27,OK,5777.0,51.72,,
IRIS_313-11644,Xa1,OK,27265.0,39.86,,
IRIS_313-11644,Xa21,OK,7772.0,2.71,,
IRIS_313-11644,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11644,xa5,OK,11917.0,0.3,,
IRIS_313-11644,xa13_SWEET11,OK,8544.0,0.02,,
IRIS_313-11644,xa25_SWEET13,OK,8887.0,0.51,,
IRIS_313-11644,Xa27,NO_HIT,,,,
IRIS_313-11645,Xa1,OK,27263.0,39.37,,
IRIS_313-11645,Xa21,OK,7772.0,15.81,,
IRIS_313-11645,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11645,xa5,OK,11917.0,0.3,,
IRIS_313-11645,xa13_SWEET11,OK,8534.0,0.06,,
IRIS_313-11645,xa25_SWEET13,OK,8842.0,5.2,,
IRIS_313-11645,Xa27,NO_HIT,,,,
IRIS_313-11646,Xa1,OK,27261.0,40.7,,
IRIS_313-11646,Xa21,OK,7773.0,15.88,,
IRIS_313-11646,Xa3_Xa26,OK,8487.0,31.58,,
IRIS_313-11646,xa5,OK,11923.0,0.3,,
IRIS_313-11646,xa13_SWEET11,OK,8554.0,0.13,,
IRIS_313-11646,xa25_SWEET13,OK,8901.0,0.35,,
IRIS_313-11646,Xa27,OK,5787.0,49.66,,
IRIS_313-11648,Xa1,NO_HIT,,,,
IRIS_313-11648,Xa21,OK,7774.0,2.75,,
IRIS_313-11648,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11648,xa5,OK,11916.0,0.06,,
IRIS_313-11648,xa13_SWEET11,OK,8543.0,0.04,,
IRIS_313-11648,xa25_SWEET13,OK,8901.0,0.52,,
IRIS_313-11648,Xa27,OK,5779.0,50.63,,
IRIS_313-11671,Xa1,OK,27264.0,37.86,,
IRIS_313-11671,Xa21,OK,7788.0,2.49,,
IRIS_313-11671,Xa3_Xa26,OK,8491.0,30.11,,
IRIS_313-11671,xa5,OK,11922.0,0.08,,
IRIS_313-11671,xa13_SWEET11,OK,8534.0,0.04,,
IRIS_313-11671,xa25_SWEET13,OK,8901.0,0.18,,
IRIS_313-11671,Xa27,OK,5782.0,49.65,,
IRIS_313-11723,Xa1,OK,9107.0,2.81,,
IRIS_313-11723,Xa21,OK,7774.0,2.75,,
IRIS_313-11723,Xa3_Xa26,OK,163156.0,81.98,,
IRIS_313-11723,xa5,OK,11923.0,0.33,,
IRIS_313-11723,xa13_SWEET11,OK,8534.0,0.11,,
IRIS_313-11723,xa25_SWEET13,OK,8887.0,0.28,,
IRIS_313-11723,Xa27,OK,5786.0,49.6,,
IRIS_313-11738,Xa1,OK,27261.0,41.51,,
IRIS_313-11738,Xa21,OK,7772.0,15.11,,
IRIS_313-11738,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11738,xa5,OK,11921.0,0.3,,
IRIS_313-11738,xa13_SWEET11,OK,8530.0,0.21,,
IRIS_313-11738,xa25_SWEET13,OK,8889.0,0.74,,
IRIS_313-11738,Xa27,OK,5777.0,51.58,,
IRIS_313-11760,Xa1,NO_HIT,,,,
IRIS_313-11760,Xa21,OK,7774.0,3.37,,
IRIS_313-11760,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11760,xa5,OK,11917.0,0.3,,
IRIS_313-11760,xa13_SWEET11,OK,8541.0,0.04,,
IRIS_313-11760,xa25_SWEET13,OK,8901.0,1.01,,
IRIS_313-11760,Xa27,OK,5778.0,48.67,,
IRIS_313-11761,Xa1,OK,27292.0,44.07,,
IRIS_313-11761,Xa21,OK,7789.0,2.5,,
IRIS_313-11761,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11761,xa5,OK,11923.0,0.34,,
IRIS_313-11761,xa13_SWEET11,OK,8534.0,0.04,,
IRIS_313-11761,xa25_SWEET13,OK,8889.0,0.65,,
IRIS_313-11761,Xa27,OK,5780.0,50.12,,
IRIS_313-11762,Xa1,OK,27270.0,42.9,,
IRIS_313-11762,Xa21,OK,7769.0,3.04,,
IRIS_313-11762,Xa3_Xa26,OK,8513.0,44.19,,
IRIS_313-11762,xa5,OK,11922.0,0.04,,
IRIS_313-11762,xa13_SWEET11,OK,8534.0,0.02,,
IRIS_313-11762,xa25_SWEET13,OK,8901.0,1.18,,
IRIS_313-11762,Xa27,OK,5775.0,51.69,,
IRIS_313-11787,Xa1,NO_HIT,,,,
IRIS_313-11787,Xa21,OK,7774.0,2.65,,
IRIS_313-11787,Xa3_Xa26,OK,8361.0,47.95,,
IRIS_313-11787,xa5,OK,11917.0,0.3,,
IRIS_313-11787,xa13_SWEET11,OK,8530.0,0.07,,
IRIS_313-11787,xa25_SWEET13,OK,8887.0,0.69,,
IRIS_313-11787,Xa27,OK,5784.0,50.29,,
IRIS_313-11789,Xa1,OK,27271.0,44.57,,
IRIS_313-11789,Xa21,OK,7774.0,2.7,,
IRIS_313-11789,Xa3_Xa26,OK,8506.0,34.62,,
IRIS_313-11789,xa5,OK,11923.0,0.3,,
IRIS_313-11789,xa13_SWEET11,OK,8552.0,0.12,,
IRIS_313-11789,xa25_SWEET13,OK,8901.0,0.58,,
IRIS_313-11789,Xa27,OK,5778.0,49.72,,
IRIS_313-11791,Xa1,OK,27282.0,47.18,,
IRIS_313-11791,Xa21,OK,7789.0,2.49,,
IRIS_313-11791,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11791,xa5,OK,11917.0,0.31,,
IRIS_313-11791,xa13_SWEET11,OK,8535.0,0.04,,
IRIS_313-11791,xa25_SWEET13,OK,8888.0,0.72,,
IRIS_313-11791,Xa27,OK,5778.0,50.69,,
IRIS_313-11794,Xa1,OK,27296.0,43.84,,
IRIS_313-11794,Xa21,OK,7774.0,2.77,,
IRIS_313-11794,Xa3_Xa26,OK,8502.0,33.72,,
IRIS_313-11794,xa5,OK,11923.0,0.3,,
IRIS_313-11794,xa13_SWEET11,OK,8546.0,0.04,,
IRIS_313-11794,xa25_SWEET13,OK,8889.0,0.37,,
IRIS_313-11794,Xa27,OK,5778.0,49.76,,
IRIS_313-11811,Xa1,OK,27267.0,43.9,,
IRIS_313-11811,Xa21,OK,7774.0,2.97,,
IRIS_313-11811,Xa3_Xa26,OK,8510.0,38.44,,
IRIS_313-11811,xa5,OK,11923.0,0.28,,
IRIS_313-11811,xa13_SWEET11,OK,8546.0,0.04,,
IRIS_313-11811,xa25_SWEET13,OK,8901.0,0.63,,
IRIS_313-11811,Xa27,OK,5778.0,50.52,,
IRIS_313-11821,Xa1,OK,27269.0,45.14,,
IRIS_313-11821,Xa21,OK,7774.0,15.96,,
IRIS_313-11821,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11821,xa5,OK,11917.0,0.3,,
IRIS_313-11821,xa13_SWEET11,OK,8539.0,0.05,,
IRIS_313-11821,xa25_SWEET13,OK,8889.0,0.4,,
IRIS_313-11821,Xa27,OK,5781.0,52.57,,
IRIS_313-11823,Xa1,OK,27264.0,42.48,,
IRIS_313-11823,Xa21,OK,7788.0,2.43,,
IRIS_313-11823,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11823,xa5,OK,11917.0,0.34,,
IRIS_313-11823,xa13_SWEET11,OK,8537.0,0.12,,
IRIS_313-11823,xa25_SWEET13,OK,8901.0,0.4,,
IRIS_313-11823,Xa27,OK,5783.0,50.39,,
IRIS_313-11824,Xa1,NO_HIT,,,,
IRIS_313-11824,Xa21,OK,7772.0,16.04,,
IRIS_313-11824,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11824,xa5,OK,11919.0,0.02,,
IRIS_313-11824,xa13_SWEET11,OK,8530.0,0.22,,
IRIS_313-11824,xa25_SWEET13,OK,8889.0,0.66,,
IRIS_313-11824,Xa27,OK,5777.0,51.69,,
CX107,Xa1,OK,9119.0,3.43,,
CX107,Xa21,OK,7788.0,2.36,,
CX107,Xa3_Xa26,NO_HIT,,,,
CX107,xa5,OK,11920.0,0.31,,
CX107,xa13_SWEET11,OK,8534.0,0.34,,
CX107,xa25_SWEET13,OK,8887.0,1.52,,
CX107,Xa27,OK,5776.0,50.74,,
CX154,Xa1,OK,27252.0,42.13,,
CX154,Xa21,OK,7788.0,2.68,,
CX154,Xa3_Xa26,OK,162893.0,84.7,,
CX154,xa5,OK,11926.0,0.37,,
CX154,xa13_SWEET11,OK,8538.0,0.55,,
CX154,xa25_SWEET13,OK,8842.0,6.06,,
CX154,Xa27,OK,5777.0,51.93,,
IRIS_313-8586,Xa1,OK,27274.0,12.49,,
IRIS_313-8586,Xa21,OK,7770.0,16.23,,
IRIS_313-8586,Xa3_Xa26,NO_HIT,,,,
IRIS_313-8586,xa5,OK,11923.0,0.3,,
IRIS_313-8586,xa13_SWEET11,OK,8537.0,0.35,,
IRIS_313-8586,xa25_SWEET13,OK,8842.0,6.2,,
IRIS_313-8586,Xa27,OK,5778.0,52.13,,
IRIS_313-8725,Xa1,OK,27259.0,56.83,,
IRIS_313-8725,Xa21,OK,6552.0,34.58,,
IRIS_313-8725,Xa3_Xa26,OK,163104.0,84.6,,
IRIS_313-8725,xa5,OK,11921.0,0.39,,
IRIS_313-8725,xa13_SWEET11,OK,8537.0,0.11,,
IRIS_313-8725,xa25_SWEET13,OK,8901.0,2.01,,
IRIS_313-8725,Xa27,NO_HIT,,,,
IRIS_313-9020,Xa1,NO_HIT,,,,
IRIS_313-9020,Xa21,OK,7770.0,15.95,,
IRIS_313-9020,Xa3_Xa26,OK,8358.0,47.45,,
IRIS_313-9020,xa5,OK,11922.0,0.31,,
IRIS_313-9020,xa13_SWEET11,OK,8541.0,0.11,,
IRIS_313-9020,xa25_SWEET13,OK,8887.0,0.47,,
IRIS_313-9020,Xa27,OK,5778.0,52.37,,
IRIS_313-9112,Xa1,OK,27251.0,47.44,,
IRIS_313-9112,Xa21,OK,7770.0,4.47,,
IRIS_313-9112,Xa3_Xa26,NO_HIT,,,,
IRIS_313-9112,xa5,OK,11918.0,0.35,,
IRIS_313-9112,xa13_SWEET11,OK,8530.0,0.61,,
IRIS_313-9112,xa25_SWEET13,OK,8889.0,5.89,,
IRIS_313-9112,Xa27,OK,5777.0,52.5,,
IRIS_313-10511,Xa1,OK,27255.0,42.78,,
IRIS_313-10511,Xa21,OK,7788.0,2.5,,
IRIS_313-10511,Xa3_Xa26,NO_HIT,,,,
IRIS_313-10511,xa5,OK,11923.0,0.37,,
IRIS_313-10511,xa13_SWEET11,OK,8541.0,0.14,,
IRIS_313-10511,xa25_SWEET13,OK,8847.0,4.77,,
IRIS_313-10511,Xa27,NO_HIT,,,,
IRIS_313-11079,Xa1,NO_HIT,,,,
IRIS_313-11079,Xa21,OK,7785.0,3.48,,
IRIS_313-11079,Xa3_Xa26,OK,163115.0,84.84,,
IRIS_313-11079,xa5,OK,11917.0,0.37,,
IRIS_313-11079,xa13_SWEET11,OK,8546.0,0.88,,
IRIS_313-11079,xa25_SWEET13,OK,8901.0,0.81,,
IRIS_313-11079,Xa27,OK,5777.0,53.21,,
IRIS_313-11089,Xa1,NO_HIT,,,,
IRIS_313-11089,Xa21,OK,7787.0,15.38,,
IRIS_313-11089,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11089,xa5,OK,11917.0,0.32,,
IRIS_313-11089,xa13_SWEET11,OK,8540.0,0.05,,
IRIS_313-11089,xa25_SWEET13,OK,8901.0,0.82,,
IRIS_313-11089,Xa27,OK,5776.0,50.87,,
IRIS_313-11095,Xa1,OK,27244.0,29.43,,
IRIS_313-11095,Xa21,OK,7770.0,10.66,,
IRIS_313-11095,Xa3_Xa26,OK,8465.0,31.19,,
IRIS_313-11095,xa5,OK,11917.0,0.72,,
IRIS_313-11095,xa13_SWEET11,OK,8537.0,0.39,,
IRIS_313-11095,xa25_SWEET13,OK,8854.0,5.59,,
IRIS_313-11095,Xa27,NO_HIT,,,,
IRIS_313-11151,Xa1,OK,9111.0,3.64,,
IRIS_313-11151,Xa21,OK,7769.0,2.43,,
IRIS_313-11151,Xa3_Xa26,OK,8394.0,41.3,,
IRIS_313-11151,xa5,OK,11923.0,0.45,,
IRIS_313-11151,xa13_SWEET11,OK,8537.0,0.41,,
IRIS_313-11151,xa25_SWEET13,OK,8901.0,0.6,,
IRIS_313-11151,Xa27,NO_HIT,,,,
IRIS_313-11528,Xa1,NO_HIT,,,,
IRIS_313-11528,Xa21,OK,7771.0,6.73,,
IRIS_313-11528,Xa3_Xa26,OK,160091.0,71.33,,
IRIS_313-11528,xa5,OK,11917.0,0.42,,
IRIS_313-11528,xa13_SWEET11,OK,8537.0,0.12,,
IRIS_313-11528,xa25_SWEET13,OK,8837.0,5.79,,
IRIS_313-11528,Xa27,OK,5778.0,52.23,,
IRIS_313-11635,Xa1,NO_HIT,,,,
IRIS_313-11635,Xa21,OK,7769.0,2.23,,
IRIS_313-11635,Xa3_Xa26,OK,163080.0,80.88,,
IRIS_313-11635,xa5,OK,11917.0,0.28,,
IRIS_313-11635,xa13_SWEET11,OK,8541.0,0.01,,
IRIS_313-11635,xa25_SWEET13,OK,8901.0,0.24,,
IRIS_313-11635,Xa27,OK,5778.0,50.64,,
IRIS_313-11677,Xa1,NO_HIT,,,,
IRIS_313-11677,Xa21,OK,7769.0,2.24,,
IRIS_313-11677,Xa3_Xa26,OK,8515.0,34.66,,
IRIS_313-11677,xa5,OK,11917.0,0.3,,
IRIS_313-11677,xa13_SWEET11,OK,8541.0,0.11,,
IRIS_313-11677,xa25_SWEET13,OK,8887.0,0.59,,
IRIS_313-11677,Xa27,NO_HIT,,,,
IRIS_313-11683,Xa1,OK,27280.0,38.62,,
IRIS_313-11683,Xa21,OK,7788.0,2.12,,
IRIS_313-11683,Xa3_Xa26,OK,8512.0,33.05,,
IRIS_313-11683,xa5,OK,11923.0,0.33,,
IRIS_313-11683,xa13_SWEET11,OK,8532.0,0.08,,
IRIS_313-11683,xa25_SWEET13,OK,8850.0,5.38,,
IRIS_313-11683,Xa27,OK,5782.0,53.37,,
IRIS_313-11685,Xa1,OK,9119.0,3.33,,
IRIS_313-11685,Xa21,OK,7772.0,15.98,,
IRIS_313-11685,Xa3_Xa26,NO_HIT,,,,
IRIS_313-11685,xa5,OK,11923.0,0.32,,
IRIS_313-11685,xa13_SWEET11,OK,8541.0,0.02,,
IRIS_313-11685,xa25_SWEET13,OK,8901.0,0.95,,
IRIS_313-11685,Xa27,NO_HIT,,,,
IRIS_313-11700,Xa1,OK,27266.0,37.12,,
IRIS_313-11700,Xa21,OK,7772.0,15.89,,
IRIS_313-11700,Xa3_Xa26,OK,8368.0,41.83,,
IRIS_313-11700,xa5,OK,11917.0,0.31,,
IRIS_313-11700,xa13_SWEET11,OK,8545.0,0.0,,
IRIS_313-11700,xa25_SWEET13,OK,8850.0,5.36,,
IRIS_313-11700,Xa27,OK,5785.0,52.98,,
IRIS_313-11705,Xa1,NO_HIT,,,,
IRIS_313-11705,Xa21,OK,7769.0,2.32,,
IRIS_313-11705,Xa3_Xa26,OK,8404.0,47.97,,
IRIS_313-11705,xa5,OK,11927.0,0.32,,
IRIS_313-11705,xa13_SWEET11,OK,8539.0,0.22,,
IRIS_313-11705,xa25_SWEET13,OK,8850.0,5.72,,
IRIS_313-11705,Xa27,OK,5783.0,50.1,,
IRIS_313-11708,Xa1,OK,27257.0,45.78,,
IRIS_313-11708,Xa21,OK,7788.0,2.25,,
