id,locus,present,cov,idt
IRIS_313-10177,Xa48,0,1.0,0.8
IRIS_313-10235,Xa23,1,0.812,0.996
IRIS_313-10235,Xa48,1,1.0,0.807
IRIS_313-10301,Xa23,0,0.0,0.0
IRIS_313-10301,Xa48,0,1.0,0.799
IRIS_313-10337,Xa23,0,0.253,0.919
IRIS_313-10337,Xa48,1,1.0,0.808
IRIS_313-10609,Xa23,0,0.0,0.0
IRIS_313-10609,Xa48,0,1.0,0.799
IRIS_313-10614,Xa23,1,0.812,0.998
IRIS_313-10614,Xa48,0,0.309,0.998
IRIS_313-10725,Xa23,0,0.0,0.0
IRIS_313-10725,Xa48,0,1.0,0.799
IRIS_313-10847,Xa23,1,0.812,0.996
IRIS_313-10847,Xa48,0,1.0,0.797
IRIS_313-10858,Xa23,1,0.812,0.996
IRIS_313-10858,Xa48,0,1.0,0.8
IRIS_313-10859,Xa23,0,0.0,0.0
IRIS_313-10859,Xa48,0,0.78,0.749
IRIS_313-11239,Xa23,1,0.812,0.996
IRIS_313-11239,Xa48,1,1.0,0.805
IRIS_313-11240,Xa23,0,0.0,0.0
IRIS_313-11240,Xa48,1,1.0,0.803
IRIS_313-11245,Xa23,1,0.812,0.996
IRIS_313-11245,Xa48,1,1.0,0.808
IRIS_313-11256,Xa23,1,0.812,0.996
IRIS_313-11256,Xa48,0,1.0,0.799
IRIS_313-11260,Xa23,1,0.812,0.999
IRIS_313-11260,Xa48,0,1.0,0.799
IRIS_313-11266,Xa23,0,0.0,0.0
IRIS_313-11266,Xa48,0,1.0,0.799
IRIS_313-11269,Xa23,1,0.812,0.996
IRIS_313-11269,Xa48,1,1.0,0.801
IRIS_313-11273,Xa23,0,0.0,0.0
IRIS_313-11273,Xa48,0,1.0,0.799
IRIS_313-11279,Xa23,1,0.812,0.998
IRIS_313-11279,Xa48,0,1.0,0.799
IRIS_313-11338,Xa23,1,0.812,0.996
IRIS_313-11338,Xa48,0,1.0,0.8
IRIS_313-11345,Xa23,1,0.812,0.996
IRIS_313-11345,Xa48,0,1.0,0.8
IRIS_313-11493,Xa23,1,0.812,0.996
IRIS_313-11493,Xa48,0,1.0,0.799
IRIS_313-11516,Xa23,1,0.812,0.996
IRIS_313-11516,Xa48,1,1.0,0.808
IRIS_313-11656,Xa23,1,0.812,0.996
IRIS_313-11656,Xa48,1,1.0,0.807
IRIS_313-11664,Xa23,1,0.812,0.998
IRIS_313-11664,Xa48,1,1.0,0.808
IRIS_313-11693,Xa23,1,0.812,0.996
IRIS_313-11693,Xa48,1,1.0,0.8
IRIS_313-11722,Xa23,1,0.812,0.996
IRIS_313-11722,Xa48,0,1.0,0.799
IRIS_313-11730,Xa23,0,0.253,0.919
IRIS_313-11730,Xa48,0,1.0,0.8
IRIS_313-11731,Xa23,1,0.812,0.995
IRIS_313-11731,Xa48,0,1.0,0.8
IRIS_313-11740,Xa23,1,0.812,0.996
IRIS_313-11740,Xa48,0,1.0,0.799
IRIS_313-11744,Xa23,1,0.812,0.996
IRIS_313-11744,Xa48,0,1.0,0.8
IRIS_313-11747,Xa23,1,0.812,0.996
IRIS_313-11747,Xa48,1,1.0,0.804
IRIS_313-11748,Xa23,1,0.812,0.996
IRIS_313-11748,Xa48,0,1.0,0.8
IRIS_313-11750,Xa23,1,0.812,0.996
IRIS_313-11750,Xa48,1,1.0,0.808
IRIS_313-11751,Xa23,1,0.812,0.996
IRIS_313-11751,Xa48,0,1.0,0.799
IRIS_313-11763,Xa23,0,0.253,0.916
IRIS_313-11763,Xa48,1,1.0,0.803
IRIS_313-11801,Xa23,1,0.812,0.996
IRIS_313-11801,Xa48,1,1.0,0.808
IRIS_313-11807,Xa23,1,0.812,0.996
IRIS_313-11807,Xa48,1,1.0,0.808
IRIS_313-11835,Xa23,1,0.812,0.996
IRIS_313-11835,Xa48,1,1.0,0.801
IRIS_313-12355,Xa23,0,0.253,0.916
IRIS_313-12355,Xa48,0,1.0,0.791
B001,Xa23,1,0.812,0.994
B001,Xa48,0,1.0,0.799
B004,Xa23,1,0.812,0.994
B004,Xa48,0,1.0,0.799
B016,Xa23,1,0.812,0.994
B016,Xa48,0,1.0,0.797
B045,Xa23,1,0.812,0.994
B045,Xa48,0,1.0,0.794
B046,Xa23,1,0.812,0.994
B046,Xa48,0,0.751,0.741
B160,Xa23,1,0.812,0.994
B160,Xa48,0,0.748,0.727
B162,Xa23,1,0.812,0.994
B162,Xa48,0,0.74,0.723
B167,Xa23,1,0.812,0.994
B167,Xa48,0,0.741,0.728
B182,Xa23,1,0.812,0.994
B182,Xa48,0,0.747,0.734
B183,Xa23,1,0.812,0.994
B183,Xa48,0,1.0,0.797
B204,Xa23,1,0.812,0.994
B204,Xa48,0,0.75,0.741
B226,Xa23,1,0.812,0.994
B226,Xa48,0,0.763,0.743
B250,Xa23,1,0.812,0.994
B250,Xa48,0,1.0,0.795
CX140,Xa23,1,0.812,0.994
CX140,Xa48,0,1.0,0.791
CX317,Xa23,1,0.812,0.996
CX317,Xa48,0,1.0,0.794
CX344,Xa23,1,0.812,0.998
CX344,Xa48,0,0.763,0.743
CX383,Xa23,1,0.812,0.997
CX383,Xa48,0,0.765,0.745
CX389,Xa23,1,0.812,0.996
CX389,Xa48,0,0.775,0.739
IRIS_313-8125,Xa23,1,0.812,0.994
IRIS_313-8125,Xa48,0,1.0,0.8
IRIS_313-8755,Xa23,1,0.812,0.994
IRIS_313-8755,Xa48,0,1.0,0.799
IRIS_313-10097,Xa23,1,0.812,0.994
IRIS_313-10097,Xa48,0,1.0,0.799
IRIS_313-10642,Xa23,1,0.812,0.994
IRIS_313-10642,Xa48,0,0.309,0.998
IRIS_313-11202,Xa23,1,0.812,0.994
IRIS_313-11202,Xa48,0,1.0,0.8
IRIS_313-11651,Xa23,1,0.812,0.997
IRIS_313-11651,Xa48,0,1.0,0.8
IRIS_313-11652,Xa23,1,0.812,0.994
IRIS_313-11652,Xa48,0,1.0,0.799
IRIS_313-11655,Xa23,1,0.812,0.994
IRIS_313-11655,Xa48,0,1.0,0.796
IRIS_313-11725,Xa23,1,0.812,0.994
IRIS_313-11725,Xa48,0,1.0,0.8
IRIS_313-11691,Xa23,1,0.812,0.994
IRIS_313-11691,Xa48,0,1.0,0.8
IRIS_313-11900,Xa23,1,0.812,0.998
IRIS_313-11900,Xa48,0,1.0,0.8
IRIS_313-11924,Xa23,1,0.812,0.997
IRIS_313-11924,Xa48,0,1.0,0.8
IRIS_313-12349,Xa23,0,0.119,0.995
IRIS_313-12349,Xa48,0,1.0,0.799
B018,Xa23,1,0.812,0.998
B018,Xa48,0,1.0,0.798
B190,Xa23,1,0.812,0.994
B190,Xa48,0,0.755,0.742
B191,Xa23,1,0.812,0.998
B191,Xa48,0,0.751,0.735
CX106,Xa23,1,0.812,0.997
CX106,Xa48,0,1.0,0.799
CX111,Xa23,1,0.812,0.994
CX111,Xa48,0,1.0,0.798
CX220,Xa23,1,0.812,0.994
CX220,Xa48,0,1.0,0.796
CX262,Xa23,1,0.812,0.998
CX262,Xa48,0,0.761,0.744
CX269,Xa23,1,0.812,0.994
CX269,Xa48,0,1.0,0.793
CX285,Xa23,1,0.812,0.998
CX285,Xa48,0,1.0,0.798
CX355,Xa23,0,0.0,0.0
CX355,Xa48,0,0.762,0.74
CX367,Xa23,1,0.812,0.996
CX367,Xa48,0,0.309,1.0
IRIS_313-7902,Xa23,0,0.0,0.0
IRIS_313-7902,Xa48,0,1.0,0.798
IRIS_313-7914,Xa23,1,0.812,0.994
IRIS_313-7914,Xa48,0,1.0,0.799
IRIS_313-8356,Xa23,1,0.812,0.994
IRIS_313-8356,Xa48,0,1.0,0.798
IRIS_313-8923,Xa23,1,0.812,0.998
IRIS_313-8923,Xa48,0,1.0,0.799
IRIS_313-10577,Xa23,1,0.812,0.994
IRIS_313-10577,Xa48,0,1.0,0.799
IRIS_313-10582,Xa23,1,0.812,0.994
IRIS_313-10582,Xa48,0,1.0,0.799
IRIS_313-11436,Xa23,1,0.812,0.994
IRIS_313-11436,Xa48,0,1.0,0.799
IRIS_313-11673,Xa23,1,0.812,0.997
IRIS_313-11673,Xa48,0,1.0,0.8
IRIS_313-11736,Xa23,1,0.812,0.997
IRIS_313-11736,Xa48,0,1.0,0.8
IRIS_313-11739,Xa23,1,0.812,0.994
IRIS_313-11739,Xa48,0,1.0,0.799
IRIS_313-11790,Xa23,1,0.812,0.994
IRIS_313-11790,Xa48,0,1.0,0.799
IRIS_313-11929,Xa23,1,0.812,0.994
IRIS_313-11929,Xa48,0,1.0,0.8
IRIS_313-15910,Xa23,1,0.812,0.998
IRIS_313-15910,Xa48,0,1.0,0.8
B070,Xa23,1,0.812,0.998
B070,Xa48,0,0.752,0.74
CX109,Xa23,1,0.812,0.994
CX109,Xa48,0,1.0,0.798
CX138,Xa23,1,0.812,0.997
CX138,Xa48,0,1.0,0.794
CX142,Xa23,1,0.812,0.998
CX142,Xa48,0,1.0,0.793
CX307,Xa23,1,0.812,0.999
CX307,Xa48,0,1.0,0.799
CX353,Xa23,1,0.812,0.994
CX353,Xa48,0,0.734,0.731
CX227,Xa23,0,0.0,0.0
CX227,Xa48,0,0.755,0.742
IRIS_313-8864,Xa23,1,0.812,0.996
IRIS_313-8864,Xa48,0,1.0,0.797
IRIS_313-10020,Xa23,0,0.0,0.0
IRIS_313-10020,Xa48,0,1.0,0.797
IRIS_313-10602,Xa23,1,0.812,0.997
IRIS_313-10602,Xa48,0,0.309,0.998
IRIS_313-10603,Xa23,0,0.0,0.0
IRIS_313-10603,Xa48,0,0.774,0.748
IRIS_313-10605,Xa23,1,0.812,0.996
IRIS_313-10605,Xa48,0,1.0,0.797
IRIS_313-10718,Xa23,1,0.812,0.997
IRIS_313-10718,Xa48,0,0.309,0.998
IRIS_313-10852,Xa23,1,0.812,0.996
IRIS_313-10852,Xa48,0,1.0,0.798
IRIS_313-10861,Xa23,1,0.812,0.997
IRIS_313-10861,Xa48,0,1.0,0.797
IRIS_313-10871,Xa23,1,0.812,0.996
IRIS_313-10871,Xa48,0,1.0,0.797
IRIS_313-10892,Xa23,0,0.253,0.914
IRIS_313-10892,Xa48,0,1.0,0.797
IRIS_313-11027,Xa23,1,0.812,0.997
IRIS_313-11027,Xa48,0,0.785,0.75
IRIS_313-11037,Xa23,1,0.812,0.996
IRIS_313-11037,Xa48,0,1.0,0.795
IRIS_313-11050,Xa23,0,0.0,0.0
IRIS_313-11050,Xa48,0,1.0,0.797
IRIS_313-11051,Xa23,1,0.812,0.996
IRIS_313-11051,Xa48,0,1.0,0.798
IRIS_313-11052,Xa23,1,0.812,1.0
IRIS_313-11052,Xa48,0,1.0,0.796
IRIS_313-11053,Xa23,1,0.812,0.996
IRIS_313-11053,Xa48,0,1.0,0.797
IRIS_313-11055,Xa23,1,0.812,0.997
IRIS_313-11055,Xa48,0,1.0,0.796
IRIS_313-11056,Xa23,0,0.0,0.0
IRIS_313-11056,Xa48,0,1.0,0.798
IRIS_313-11057,Xa23,1,0.812,0.995
IRIS_313-11057,Xa48,0,1.0,0.798
IRIS_313-11058,Xa23,1,0.812,0.997
IRIS_313-11058,Xa48,0,1.0,0.797
IRIS_313-11112,Xa23,0,0.0,0.0
IRIS_313-11112,Xa48,0,1.0,0.797
IRIS_313-11191,Xa23,0,0.0,0.0
IRIS_313-11191,Xa48,0,0.774,0.749
IRIS_313-11277,Xa23,0,0.0,0.0
IRIS_313-11277,Xa48,0,1.0,0.797
IRIS_313-11298,Xa23,1,0.812,0.999
IRIS_313-11298,Xa48,0,1.0,0.795
IRIS_313-11737,Xa23,1,0.812,0.997
IRIS_313-11737,Xa48,0,1.0,0.797
IRIS_313-11809,Xa23,0,0.0,0.0
IRIS_313-11809,Xa48,0,1.0,0.797
CX110,Xa23,0,0.0,0.0
CX110,Xa48,0,1.0,0.796
CX149,Xa23,0,0.0,0.0
CX149,Xa48,0,0.783,0.743
IRIS_313-8326,Xa23,0,0.0,0.0
IRIS_313-8326,Xa48,0,1.0,0.799
IRIS_313-11062,Xa23,1,0.812,0.997
IRIS_313-11062,Xa48,0,1.0,0.796
IRIS_313-11270,Xa23,1,0.812,0.996
IRIS_313-11270,Xa48,0,1.0,0.797
IRIS_313-11289,Xa23,0,0.0,0.0
IRIS_313-11289,Xa48,0,1.0,0.795
IRIS_313-12094,Xa23,0,0.0,0.0
IRIS_313-12094,Xa48,0,1.0,0.794
CX108,Xa23,1,0.812,0.996
CX108,Xa48,0,1.0,0.796
CX112,Xa23,1,0.812,0.997
CX112,Xa48,0,1.0,0.795
IRIS_313-7646,Xa23,1,0.812,0.995
IRIS_313-7646,Xa48,0,1.0,0.8
IRIS_313-10857,Xa23,1,0.812,0.996
IRIS_313-10857,Xa48,0,1.0,0.799
IRIS_313-10894,Xa23,1,0.717,0.895
IRIS_313-10894,Xa48,0,1.0,0.795
IRIS_313-11033,Xa23,1,0.812,0.996
IRIS_313-11033,Xa48,0,1.0,0.797
IRIS_313-11035,Xa23,1,0.812,0.996
IRIS_313-11035,Xa48,0,1.0,0.799
IRIS_313-11066,Xa23,1,0.812,0.997
IRIS_313-11066,Xa48,0,1.0,0.796
IRIS_313-11295,Xa23,1,0.812,0.998
IRIS_313-11295,Xa48,0,1.0,0.799
IRIS_313-11663,Xa23,1,0.812,0.996
IRIS_313-11663,Xa48,0,1.0,0.8
IRIS_313-11754,Xa23,1,0.812,0.994
IRIS_313-11754,Xa48,0,1.0,0.799
